css-4rbku5 href,css-901oao,UserId,Tweet_Url,Date-Time,Tweets,css-9pa8cd src 2,Comments,Retweets,Likes,Impressions,css-4rbku5 2,css-4rbku5 3,css-4rbku5 4
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711735657524343152,Oct 10,"यातायात निर्देशिका

11 अक्टूबर, 2023 को अरुण जेटली स्टेडियम में भारत और अफगानिस्तान के मध्य खेले जाने वाले ICC पुरुष",https://pbs.twimg.com/media/F8FOU9ZaYAAhHpq?format=jpg&name=360x360,7,21,75,30K,#CricketWorldCup2023,#DPTrafficAdvisory,#CWC2023
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711734783351636129,Oct 10,"Traffic Advisory

In view of the ICC Men's",https://pbs.twimg.com/media/F8FNmctbUAADk8z?format=jpg&name=360x360,6,17,42,17K,#CricketWorldCup2023,#DPTrafficAdvisory,#CWC2023
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711734145549054430,Oct 10,Observing,https://pbs.twimg.com/ext_tw_video_thumb/1711734010156879872/pu/img/sdn85B4IXUSq66mQ.jpg,3,3,7,3.2K,#NoHonking,#RoadSafety,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711372621567393980,Oct 9,"Traffic Alert 
Traffic is affected at round about Punjabi Bagh and all the connected stretches due to breakdown of two buses. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8AEM5VbwAEZAXk?format=jpg&name=small,6,5,32,9.6K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711357467098235311,Oct 9,"In continuation of our efforts to make Delhi roads safer, the",https://pbs.twimg.com/ext_tw_video_thumb/1711357228509433856/pu/img/0JDQJ1hFwGoGiJJ7.jpg,3,2,12,3.2K,#RoadSafety,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711357061563547829,Oct 9,"In furtherance of our efforts to inculcate road sense in children, students of MCPS Co-ed School, Nimri Colony and Gyan Jyoti Vidya Niketan, Neb Sarai were taught about traffic signals & traffic rules by the",https://pbs.twimg.com/ext_tw_video_thumb/1711356859783987200/pu/img/Xw4mzIV7x8exqbEp.jpg,2,1,7,2.9K,#RoadSafety,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711311307868410103,Oct 9,"Traffic Alert 
Traffic is affected in the carriageway from Panchsheel towards Chirag Delhi due to breakdown of a bus. Kindly plan your journey accordingly.",https://pbs.twimg.com/media/F7_McBWaQAA2wSo?format=jpg&name=small,2,3,24,5.5K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711241806850175260,Oct 9,Bus has been removed.,https://pbs.twimg.com/profile_images/1691678203486879745/YUTdhCiB_normal.jpg,3,4,16,6.1K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711222365362049101,Oct 9,"Traffic Alert 
Traffic is affected in the carriageway from Rohini Heliport towards Madhuban Chowk due to breakdown of a bus near Rithala Metro Station. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F797kqka0AApBz0?format=jpg&name=900x900,3,4,22,12K,,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1710985103714001087,Oct 8,"Read it, keep it in mind and make it a part of your daily routine, it will protect you from cyber hackers and threat.",https://pbs.twimg.com/media/F76j4f_W0AEWXwy?format=jpg&name=small,27,62,170,24K,#CyberSafety,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1710689491147706498,Oct 7,दिल्ली पुलिस के,,28,57,214,21K,#DPUpdates,,
