css-901oao,css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Likes
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1298523860195840002,"Aug 26, 2020","No matter how dysfunctional your background, how broke or broken you are, where you are today, or what anyone else says, YOU MATTER, and your life matters",1,2,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1297394978247909377,"Aug 23, 2020",Mood,16,13,599,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1297066761242603520,"Aug 22, 2020","@ Dubai, United Arab Emirates",2,22,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1294220830432518147,"Aug 14, 2020",She’s my whole heart,1,1,26,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1293426869274988545,"Aug 12, 2020",,3,45,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1293072543742603264,"Aug 11, 2020","Understanding what we eat and how we fuel our body is so important for everyone of us. 
We need to stop doing what everyone is doing, 
what “looks good” or “sounds healthy” may not be the right thing for you. 
If…",2,16,,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1292410132312330240,"Aug 9, 2020","You’re going to be okay. 
Everything is going to be okay",5,25,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1291622720376049670,"Aug 7, 2020",Faith,1,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1290916523154894849,"Aug 5, 2020",,8,8,231,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1290881922630025216,"Aug 5, 2020",,1,1,20,"@ Los Angeles, California"
I LOBE YOU,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1289852651241447424,"Aug 2, 2020",Find your humans,1,13,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1287964177349455872,"Jul 28, 2020",,1,22,,mubzzzie qurratulain.adib
,https://twitter.com/realNDWalsch,@realNDWalsch,https://twitter.com/realNDWalsch/status/1286511423351410688,"Jul 24, 2020","If you think you would like to experience a different reality, focus on that, and that is the outcome you can draw to you.",2,67,294,
Replying to,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1286809418210799616,"Jul 25, 2020",Haha awwwe,1,1,44,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1285808465873534976,"Jul 22, 2020",What we are waiting for is not as important as what happens to us while we are waiting,10,12,404,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1285807979833393152,"Jul 22, 2020",What we are waiting for is not as important as what happens to us while we are waiting,1,16,,
to book yours today!,https://twitter.com/TataMotors_Cars,@TataMotors_Cars,https://twitter.com/TataMotors_Cars/status/1284000343399915520,"Jul 17, 2020",Say hello to the 2nd issue of The ALTROZ Golden Pages! Watch,5,6,46,share
today!,https://twitter.com/TataMotors_Cars,@TataMotors_Cars,https://twitter.com/TataMotors_Cars/status/1284364605142122496,"Jul 18, 2020",The sharp laser cut design and cutting-edge technology of the ALTROZ has delighted,5,7,73,". 
Check out Exclusive ALTROZ Experience in this much-awaited 2nd issue of The Golden Pages.

Click on"
to book yours today!,https://twitter.com/TataMotors_Cars,@TataMotors_Cars,https://twitter.com/TataMotors_Cars/status/1284000343399915520,"Jul 17, 2020",Say hello to the 2nd issue of The ALTROZ Golden Pages! Watch,5,6,46,share
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1285084688898457600,"Jul 20, 2020","@ Los Angeles, California",1,12,,
".
.
.
MUAH - @chhinks and the team
Styling - babbarjasmine 
Loc - candyandgreen",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1284355454307631104,"Jul 18, 2020",,2,2,10,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1283629525927170049,"Jul 16, 2020",,2,20,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1282539226060357632,"Jul 13, 2020",Love,11,12,481,Faith
to book yours today!,https://twitter.com/TataMotors_Cars,@TataMotors_Cars,https://twitter.com/TataMotors_Cars/status/1284000343399915520,"Jul 17, 2020",Say hello to the 2nd issue of The ALTROZ Golden Pages! Watch,5,6,46,share
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1281813110031032325,"Jul 11, 2020",,1,21,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1280712462279434240,"Jul 8, 2020",,1,4,45,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1280712280301342723,"Jul 8, 2020","@ Los Angeles, California",10,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1280010436432125952,"Jul 6, 2020",,2,17,,"the_indian_feminist 
To. Be. Honest."
,https://twitter.com/realNDWalsch,@realNDWalsch,https://twitter.com/realNDWalsch/status/1279022078574895105,"Jul 3, 2020",Meditation is making love to the universe. It is uniting with God. It is uniting with Self.,2,69,315,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1278913617182638080,"Jul 3, 2020",Sending so much Love to all my beautiful people,6,3,179,I Love You
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1278912941660803072,"Jul 3, 2020","These are things I can't change. Not one of them. Can't fix, can't heal, can't put the broken pieces back together. But what I can do is offer myself, wholehearted and present, to walk with the people I love through…",16,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1278337478563254273,"Jul 1, 2020",,2,1,37,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1277821578860875776,"Jun 30, 2020",Taking all the time to soak up the sunshine of my life,20,,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1277273976914534404,"Jun 28, 2020","juanlucenaorellana with 
・・・

Painted by Juan Lucena, in the honor of all the people who left us  due to Covid 19, and could not say goodbye...",1,2,18,"@ Los Angeles, California"
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1276500137100050432,"Jun 26, 2020",Good morning from the other side,1,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274958439211577345,"Jun 22, 2020",You will always be in my heart… because in there you’re still alive,1,17,,"Happy Fathers Day to my beautiful Daddy who taught me the most important thing I would ever really need, He showed me how to LOVE"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274948804635242496,"Jun 22, 2020","""You are not responsible for the programming you picked up in childhood. However, as an adult, you are one hundred percent responsible for fixing it."" ~ Ken Keyes, Jr.

Regardless of what you have become right now,…",2,1,26,
Follow me sanaofficial9 on,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274570456465629185,"Jun 21, 2020",I miss dancing sooooo much,1,25,,So finally got me a
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274195218749784064,"Jun 20, 2020",To walk in nature is to witness a thousand miracles,4,7,179,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274186623907815425,"Jun 20, 2020",,2,54,,
,https://twitter.com/realNDWalsch,@realNDWalsch,https://twitter.com/realNDWalsch/status/1272952079514865665,"Jun 16, 2020",You are the angel for whom someone is waiting today.,8,97,471,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1272746777192460289,"Jun 16, 2020",,13,66,,
,https://twitter.com/realNDWalsch,@realNDWalsch,https://twitter.com/realNDWalsch/status/1272348098430291968,"Jun 15, 2020","Could it be that the one thing we do not fully understand about God, about Life, and about Each Other is that we are ONE?",3,37,231,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274195218749784064,"Jun 20, 2020",To walk in nature is to witness a thousand miracles,4,7,179,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1271661529474101250,"Jun 13, 2020","@ Los Angeles, California",1,22,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1271341396671291397,"Jun 12, 2020",React,1,17,,"pussycatdolls 
What’s your quarantine Song?"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1270635241946746881,"Jun 10, 2020",,5,9,237,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1270261349084532737,"Jun 9, 2020","@ Los Angeles, California",1,2,22,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1274195218749784064,"Jun 20, 2020",To walk in nature is to witness a thousand miracles,4,7,179,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1269551212040318979,"Jun 7, 2020",When you train so hard but the filter can fix you a pretty,7,7,125,Hike
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1269529896566611974,"Jun 7, 2020",When you train so hard but the filter can fix you a pretty,1,20,,Hike
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1268820751076872198,"Jun 5, 2020",MOOD,13,8,370,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1268062498353106945,"Jun 3, 2020",Shri K. Raju (Minister for forests) : Elephant killed in India due to animal cruelty - Sign the Petition!,1,17,Elephant killed in India due to animal cruelty,via
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1267732269122220033,"Jun 2, 2020",,3,2,65,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1269551212040318979,"Jun 7, 2020",When you train so hard but the filter can fix you a pretty,7,7,125,Hike
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1267719969648893953,"Jun 2, 2020","@ Los Angeles, California",1,16,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1267275205581430785,"Jun 1, 2020","@ Los Angeles, California",1,31,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1265569668846231555,"May 27, 2020","@ Los Angeles, California",1,26,,
,https://twitter.com/TomBilyeu,@TomBilyeu,https://twitter.com/TomBilyeu/status/1263343235641913344,"May 21, 2020",Remember that you’re an unrelenting force of nature.,10,85,531,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1263335814672445440,"May 21, 2020",Patience is the calm acceptance that things can happen in a different order than the one you have in mind,11,3,266,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1263029206952431616,"May 20, 2020",,2,1,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1262668534049538049,"May 19, 2020",MOOD,1,13,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1260116346366394368,"May 12, 2020","Ugh! This is a lot of days in a row to make Breakfast, Lunch and Dinner",17,12,507,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1259347394560393217,"May 10, 2020",Definition of a long distance friendship : Inconveniently the most effective way to find out if you really love each other,1,25,,HAPPPPPPPPY BIRTHDAY YOU FRIGGIN AWESOME HOOOOMAN. Come to me right nowwwwwwwww
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1258298262001537024,"May 7, 2020",,2,28,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1257563974603878403,"May 5, 2020","@ Los Angeles, California",1,1,30,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1255411010510471170,"Apr 29, 2020","“The only way to make sense out of change is to plunge into it, move with it, and join the dance”",11,,,Making memories with my absolute favorite akshat.sharma03
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1255017536078229508,"Apr 28, 2020","The soul hardly ever realizes it, but whether you are a believer or not, your loneliness is really a homesickness for God",1,1,30,
In a blender  -…,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1254288322366771205,"Apr 26, 2020","So since this is absolutely my favorite healthy Yet so yummmmmy  chocolate breakfast, cause everyone needs some chocolate",29,,,now and then
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1253251823105830912,"Apr 23, 2020",Unapologetic in my evolution,15,13,613,
,https://twitter.com/earth,@earth,https://twitter.com/earth/status/1251648910508122113,"Apr 19, 2020",The mosques of Iran,28,1.2K,5.7K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1252174106050490368,"Apr 20, 2020",You are allowed to be a masterpiece and a work in progress simultaneously,13,11,376,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1252158701819092993,"Apr 20, 2020",You are allowed to be a masterpiece and a work in progress simultaneously,2,20,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1251735319902334976,"Apr 19, 2020","@ Los Angeles, California",3,18,,
You are soooo beautiful,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1251403847647416320,"Apr 18, 2020",Dear Dabbs,1,22,,Since today is the beginning of another amazing year I get to have with you
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1251050524004110342,"Apr 17, 2020",,1,24,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1250676021734473731,"Apr 16, 2020",It's worth making time to find the things that really stir your soul. Things that make you really feel alive. Now may be a good time to explore your life from the inside?,9,11,361,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1250675801273643008,"Apr 16, 2020",It's worth making time to find the things that really stir your soul. Things that make you really feel alive. Now may be a good time to explore your life from the inside?,1,17,,
the wet nosey purring on my face and all the furr on my clothes,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1250328587665682432,"Apr 15, 2020",Today I am thankful for all the pawprints on my floor,1,1,62,The scratches on my hand
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1249956115745472513,"Apr 14, 2020",Prayer begins where human capacity ends,24,,,"@ Los Angeles, California"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1249226017014788096,"Apr 12, 2020",,1,26,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1249222103603146752,"Apr 12, 2020",,25,35,737,
"@ Los Angeles, California",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1248879509249671169,"Apr 11, 2020","Because I got you to look after me, and you got me to look after you",1,1,21,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1248488908272222211,"Apr 10, 2020",Sometimes I wonder if my Gym... is thinking about me too,2,1,25,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1248163579406114816,"Apr 9, 2020","At the end of this, what do you want to say you did with your time? There is plenty of time if you choose to invest it in yourself. Inch by inch, day by day . . . make yourself a priority",8,13,350,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1247769536499052544,"Apr 8, 2020",,2,3,90,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1247414195554930690,"Apr 7, 2020",Don’t forget to drink your water and get some sunlight. Because you’re basically a house plant with more complicated emotions,8,6,232,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1247411059939586048,"Apr 7, 2020",Don’t forget to drink your water and get some sunlight. Because you’re basically a house plant with more complicated emotions,22,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1245564721903747072,"Apr 2, 2020",,18,,,
Marvel Studios,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1245556110142013440,"Apr 2, 2020",,1,1,57,#BlackWidow
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1245228281953050624,"Apr 1, 2020",,2,3,52,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1245226120955547649,"Apr 1, 2020","@ Los Angeles, California",2,24,,
Marvel Studios,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1245556110142013440,"Apr 2, 2020",,1,1,57,#BlackWidow
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1244897610206502912,"Mar 31, 2020",The dawn is rising in my soul. I endured the night’s darkest throne,1,18,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1244537693977153542,"Mar 30, 2020",Yes,4,1,25,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1244184532099772416,"Mar 29, 2020",,2,1,30,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1243813127587647496,"Mar 28, 2020","It turns out that an eerie type of chaos can lurk just behind a facade of order - and yet, deep inside the chaos lurks an even eerier type of order",2,2,104,Douglas R. Hofstadter
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1243806784197984260,"Mar 28, 2020","It turns out that an eerie type of chaos can lurk just behind a facade of order - and yet, deep inside the chaos lurks an even eerier type of order",1,19,,Douglas R. Hofstadter
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241662591610519553,"Mar 22, 2020","conservationorg 
juliaroberts @ Los Angeles, California",1,1,28,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241614951430553600,"Mar 22, 2020",,1,32,56,
,https://twitter.com/peta,@peta,https://twitter.com/peta/status/1241547435245219841,"Mar 22, 2020",PETA activists are pulling out ALL of their tools in order to keep making a difference for animals while social distancing,42,142,521,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241614951430553600,"Mar 22, 2020",,1,32,56,
,https://twitter.com/peta,@peta,https://twitter.com/peta/status/1241547435245219841,"Mar 22, 2020",PETA activists are pulling out ALL of their tools in order to keep making a difference for animals while social distancing,42,142,521,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241553961963978753,"Mar 22, 2020",How are you making the most of this time?,4,38,,"I am praying a lot more than I usually do, meditating, Yoga, Working out at home, Reading books, Spending most of my time kissing my beautiful cats, I’ve also signed up…"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241550590544465920,"Mar 22, 2020",How are you making the most of this time?,9,11,281,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241431353087778816,"Mar 21, 2020",,8,,,
How cute is my golden baby girl,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1241269779660324864,"Mar 21, 2020",Just make quality use of the time you have,1,23,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1240902815222038528,"Mar 20, 2020",Hi,4,2,31,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1240558899213692929,"Mar 19, 2020","Promise Yourself
To be so strong that nothing
can disturb your peace of mind.
To talk health, happiness, and prosperity
to every person you meet",6,9,206,Have an AMAZING THURADAY!! I send you love and wish you health and abundance where ever in the world you are
,https://twitter.com/peta,@peta,https://twitter.com/peta/status/1241547435245219841,"Mar 22, 2020",PETA activists are pulling out ALL of their tools in order to keep making a difference for animals while social distancing,42,142,521,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1240541097085906953,"Mar 19, 2020","Promise Yourself

To be so strong that nothing
can disturb your peace of mind.
To talk health, happiness, and prosperity
to every person you meet.

To think only the best, to work only for the best,
and to expect…",29,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1240140302184316928,"Mar 18, 2020","Can we all take a moment and show gratitude for our Health and this beautiful body, that fights so hard for our survival every single day",2,29,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1240139323518959617,"Mar 18, 2020","Can we all take a moment and show gratitude for our Health and this beautiful body, that fights so hard for our survival every single day",4,11,391,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1239828126605033472,"Mar 17, 2020","There is a tonic strength, in the hour of sorrow and affliction, in escaping from the world and society and getting back to the simple duties and interests we have slighted and forgotten. Our world grows smaller, but it grows dearer and greater",4,4,153,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1239820484167921664,"Mar 17, 2020","There is a tonic strength, in the hour of sorrow and affliction, in escaping from the world and society and getting back to the simple duties and interests we have slighted and forgotten. Our world grows smaller,…",24,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1239412385749692416,"Mar 16, 2020",Just the pure air to breathe and the strength to breath it; just warmth and shelter and home; just plain food that gives us strength; the bright sunshine on a cold day;and a cool breeze when the day is warm,9,8,232,
#6000,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1239045429066633216,"Mar 15, 2020",Hahahahahahaha,1,28,,Says me sitting with a bag of cashews
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1238320174509559814,"Mar 13, 2020","You have within you, right now, everything you need to deal with whatever the world can throw at you",1,31,,I know there’s been some panic and stress all over the world and I understand that you and I inevitably feel…
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1238148272264372224,"Mar 12, 2020",We got this,2,1,54,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1239412385749692416,"Mar 16, 2020",Just the pure air to breathe and the strength to breath it; just warmth and shelter and home; just plain food that gives us strength; the bright sunshine on a cold day;and a cool breeze when the day is warm,9,8,232,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1237955833696321536,"Mar 12, 2020",We got this,27,,,Tag a friend that needs to hear this
".
.
.
Shot by",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1237586767143792641,"Mar 11, 2020","The secret of happiness is freedom, the secret of freedom is Courage",8,10,319,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1239412385749692416,"Mar 16, 2020",Just the pure air to breathe and the strength to breath it; just warmth and shelter and home; just plain food that gives us strength; the bright sunshine on a cold day;and a cool breeze when the day is warm,9,8,232,
".
.
.
Shot by",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1237584494560825344,"Mar 11, 2020","The secret of happiness is freedom, the secret of freedom is Courage",3,1,24,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1237456485426163713,"Mar 11, 2020",...So I chose to tell myself a different story. I decided I was safe. I was strong. I was brave. Nothing could vanquish me,3,3,49,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236991121118629889,"Mar 9, 2020",Why you gotta grow up?,22,,,
mubzzzie qurratulain.adib babbarjasmine nyelakapadia,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236562267124183041,"Mar 8, 2020","May be we know them 
May we raise them 
May we be them",1,1,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236548168881442912,"Mar 8, 2020",Happy International Women’s Day to all the beautiful women in my life and to all the beautiful women around the world,3,1,24,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236168516560023553,"Mar 7, 2020",Do it because your sister told you so,3,5,175,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236160528264937472,"Mar 7, 2020",Do it because your sister told you so,1,18,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1235497697542430720,"Mar 5, 2020","Don't lose who you are in the blur of the stars Seeing is deceiving, dreaming is believing",10,11,301,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236168516560023553,"Mar 7, 2020",Do it because your sister told you so,3,5,175,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1235138284130643969,"Mar 4, 2020",What are you immensely grateful for today?,1,2,18,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1235137397806907392,"Mar 4, 2020",What are you grateful for today?,9,12,330,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1236168516560023553,"Mar 7, 2020",Do it because your sister told you so,3,5,175,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1235120817878392832,"Mar 4, 2020","nyelakapadia with make_repost
・・・
Hear that? It’s the call of a healthier lifestyle! Join",14,,,", led by fitness expert Nyela Kapadia and nutritionist extraordinaire Kamna Bhandari.

The…"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1234815238693937153,"Mar 3, 2020","Don't give up when dark times come. The more storms you face in life, the stronger you'll be. Hold on. 
Your greater is coming",5,8,205,".
.
.
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1234814851660308481,"Mar 3, 2020","Don't give up when dark times come. The more storms you face in life, the stronger you'll be. Hold on. 
Your greater is coming",1,1,18,".
.
.
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1234812533749403650,"Mar 3, 2020","Don't give up when dark times come. The more storms you face in life, the stronger you'll be. Hold on. Your greater is coming",1,22,,
"@ Mumbai, Maharashtra",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1234062394034458627,"Mar 1, 2020",Happy Sundaaaaaaaaaaaay,1,1,29,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1233332042575818753,"Feb 28, 2020","When you establish a destination by defining what you want, then take physical action by making choices that move you towards that destination, the possibility for success is limitless and arrival at the destination…",1,23,,
er-vijay-maurya-floats-his-production-house-%E2%80%98made-maurya%E2%80%99,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1232986534351011840,"Feb 27, 2020",Congratulations,2,18,,@urfvijaymaurya
