css-4rbku5 href,UserId,Tweet_Url,Date-Time,Tweets,Comments,Retweets,Likes,Impressions,r-1p0dtai src,Retweet,Like
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708927469976158715,Oct 3,"Goals in October:

Man United: 0
Mudryk: 1",367,3.2K,35K,3.5M,blob:https://twitter.com/69f8dfe4-64c8-47ef-b9c6-57a94f05464c,From,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708924656772636878,Oct 3,"MUDRYK HAS SCORED A GOAL!!

I REPEAT, MUDRYK HAS SCORED A GOAL!!",655,6K,67K,2.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708810459074212126,Oct 2,Messi gone wild,416,2.1K,24K,2.5M,blob:https://twitter.com/9fb8d0a6-bdfa-49b5-923b-aaf4d42c77eb,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708785307716370750,Oct 2,Chelsea in September,796,6.4K,48K,5.4M,,From,natan
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708775080820363479,Oct 2,"Last weekend:

Guardiola + Klopp + Ten Hag = 0 points

Allegri = 1 point",195,867,12K,1.3M,blob:https://twitter.com/70942f02-ca52-4db9-b0de-0c2a1b0e37df,From,632 days until Sczsesny's contract runs out
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708747589502325014,Oct 2,Poor kid,603,3.7K,46K,4.2M,blob:https://twitter.com/d613fed7-2d62-4269-a9ea-d152e1d0d8e0,From,Troll Football
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708566445901095181,Oct 2,Perfectly timed photo,109,111,3.9K,330K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708810459074212126,Oct 2,Messi gone wild,416,2.1K,24K,2.5M,blob:https://twitter.com/9fb8d0a6-bdfa-49b5-923b-aaf4d42c77eb,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708747589502325014,Oct 2,Poor kid,603,3.7K,46K,4.2M,blob:https://twitter.com/d613fed7-2d62-4269-a9ea-d152e1d0d8e0,From,Troll Football
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708557741931774407,Oct 2,If Marcus Rashford was a car,737,3.8K,64K,3.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708501453504180701,Oct 1,Game ended with the perfect scoreline,542,5.8K,65K,4M,,,
https://twitter.com/Palworld_EN,@Palworld_EN,https://twitter.com/hashtag/Palworld?src=hashtag_click,#Palworld,"is the open-world survival monster-catching game!

Add it to your wishlist and wait for the release!",＜Steam page＞,https://,3,7,blob:https://twitter.com/4ada8053-624c-4105-a55b-90b9f9d641ce,?twclid=21toj5dou0c59fapo1i0s32bfw,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708497953571365237,Oct 1,Wolves admin,223,2K,18K,1.3M,blob:https://twitter.com/2fa5e6fe-b96b-415c-9e8c-82e798a837ca,From,Adam
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708476017784857034,Oct 1,Flirting vs Sexual Harassment,300,2.5K,32K,2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708190217063031234,Oct 1,Today in the Premier League,823,13K,124K,5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708188519108133275,Oct 1,Ange ball,149,811,15K,413K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708187485061226689,Oct 1,"""You can now also release Matip's kids.""",175,1.6K,13K,857K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708185386197868591,Sep 30,"""Liverpool are down to 9 men, you can now release the referee's family members.""",635,8.2K,96K,5.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708182433374310711,Sep 30,The referee every time Liverpool players touch a Tottenham player,599,10K,60K,8.6M,blob:https://twitter.com/fb267c3d-daa2-4018-a42e-1e8d914598ee,From,C.
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708174713967522193,Sep 30,"Debate over, it's well offside.",373,3.5K,35K,2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708170411542823003,Sep 30,Liverpool after going a man down and a goal down this season,182,1.8K,30K,1.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708154833474093119,Sep 30,"""It's just the start of the season, trust the process. Ten Hag will save Man United.""",276,3K,14K,1.8M,blob:https://twitter.com/4b88417d-22a7-4f33-a293-994e1e685894,From,𝐒𝐚𝐝𝐢𝐞 𝐁𝐥𝐚𝐜𝐤 ♡︎
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708152819704824221,Sep 30,Man City without Rodri,265,1.7K,29K,1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708105341588627943,Sep 30,Amrabat to the rescue,136,869,15K,602K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708087215123824967,Sep 30,Ollie Watkins whenever he plays Brighton,182,701,8.9K,599K,blob:https://twitter.com/70c311d5-8003-44ed-933a-d84851853dcf,From,reaction memes @VideoReacts
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708058610238972199,Sep 30,Wait for it...,588,3.8K,22K,3.2M,blob:https://twitter.com/0e55095f-3ba8-4ea1-b5cb-c95cff8d751e,From,Craig
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708044465074536669,Sep 30,Negreira’s Clasico Games,1.2K,15K,53K,8.7M,blob:https://twitter.com/36a56b64-a66c-4a61-bedb-f8093bf38c7e,From,TF Media
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707863387026121020,Sep 30,Barca vs Sevilla man of the match,247,1K,26K,949K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707861662936580142,Sep 30,Which Barca duo is the best?,175,1K,20K,747K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707857584902803928,Sep 30,"Goal: Ramos
Assist: Yamal",262,3K,46K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707815059030720806,Sep 29,Chelsea's September goal of the month,570,4.5K,61K,8.8M,blob:https://twitter.com/d9675e87-a3e3-4e8a-8054-083a4b481984,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707815059030720806,Sep 29,Chelsea's September goal of the month,570,4.5K,61K,8.8M,blob:https://twitter.com/d9675e87-a3e3-4e8a-8054-083a4b481984,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707811750102356410,Sep 29,My dog has better ball knowledge than EA,301,1.3K,35K,4.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707769691362791739,Sep 29,He's just like us,231,2.2K,16K,1.4M,blob:https://twitter.com/58d34a5f-7aab-4a8c-9a0f-283c755f08f5,From,UzUmakiᵐᵃᵈʳᶦᵈᶦˢᵗᵃ
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707748361967690051,Sep 29,"3x Fantasy5 jackpot winners this season are balling in their £5,000 win. Take 2 mins to make your team and you could be joining them! Free to play >>",57,23,364,174K,,,https://
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707720965642182881,Sep 29,This weekend in Ligue 1,1.7K,10K,143K,11M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707338117399650698,Sep 28,Dog after signing for Chelsea,91,298,4.5K,150K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707316632291299695,Sep 28,Meanwhile in La Liga,636,6.9K,81K,2.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707139128499077202,Sep 28,Eddie Howe vs Pep Guardiola,138,749,8.6K,2.4M,blob:https://twitter.com/3b3674c0-6461-4ab6-b124-7f8b969c6382,From,reaction memes @VideoReacts
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707137197382705474,Sep 28,"Kalvin Phillips started a game for Man City
Kvaratskhelia scored a goal
Casemiro is Man Utd's top scorer
Girona are top of La Liga
Chelsea scored a goal
Chelsea won a game
City knocked out from 3rd round of Energy drink cup",328,6K,55K,2.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707133354435600707,Sep 28,Congratulations to Jackson for winning Chelsea's September goal of the month for his tap-in against Brighton.,562,3K,51K,1.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707124042757451934,Sep 28,NICOLAS JACKSON HAS SCORED A GOAL,282,1.5K,30K,858K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707114802412167405,Sep 28,Osimhen after scoring for Napoli,308,6.3K,70K,4.1M,blob:https://twitter.com/12f7a6eb-4703-412a-adf0-27f204acec47,From,Tony
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707104007016096230,Sep 28,Ipswich town has won the social media with this,97,921,11K,602K,blob:https://twitter.com/bb732520-5fc8-453b-935e-21a00f85b557,From,The 44
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1707011685981061234,Sep 27,Close your eyes gently,775,4.1K,50K,3.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706654069299777761,Sep 26,Arda Güler's leg,428,2.2K,35K,8M,blob:https://twitter.com/cd2e6263-f592-412e-8c4c-6a192e35c4ac,From,Rk
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706637546229276698,Sep 26,Serie A top 4,192,2.3K,34K,2.2M,blob:https://twitter.com/61fa7fb7-5ef2-4eff-9106-18ef31490e71,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706617720681222321,Sep 26,Jadon Sancho arriving at Man United training today,304,3.5K,40K,2.7M,blob:https://twitter.com/51a1ba37-0154-4d0a-ac8c-2b80ca66a681,From,adam
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706595278097101212,Sep 26,Daddy Boehly,259,900,16K,547K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706502969338855431,Sep 26,Apple have released a new Chelsea edition iPhone so their fans can see their current league standings.,939,7.3K,78K,3.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706402731601076486,Sep 26,How to play for Chelsea,343,2.9K,22K,2M,blob:https://twitter.com/57774a6b-b3c8-4310-90cf-4f04c429ef2f,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706319684713254996,Sep 25,Bro did 14 celebrations for one goal,1K,8.1K,84K,5.1M,blob:https://twitter.com/27f8f39d-19bb-44e2-93cf-ea7dc06cdeeb,From,Wolves
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706302228393324679,Sep 25,"If Chelsea do not score against Brighton on wednesday, they’ll have to select their goal of the month from training sessions (if they have scored one there).",940,7.3K,80K,4.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706319684713254996,Sep 25,Bro did 14 celebrations for one goal,1K,8.1K,84K,5.1M,blob:https://twitter.com/27f8f39d-19bb-44e2-93cf-ea7dc06cdeeb,From,Wolves
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706267387421483082,Sep 25,This is brilliant,569,11K,112K,7M,blob:https://twitter.com/ba6d0685-9525-4b8c-b409-335fbe990b2b,From,𝔍𝔞𝔪𝔢𝔰 𝔍𝔬𝔯𝔡𝔞𝔫
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706239055409582454,Sep 25,Here we go!!,530,6.9K,66K,5.1M,blob:https://twitter.com/6067f706-cf7a-4699-ab00-f40e6a4d23f5,From,Sporting King
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706076497692283292,Sep 25,Dominos,266,4.4K,55K,2.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1706071735051641320,Sep 25,Real Madrid fans right now,173,593,8.2K,626K,blob:https://twitter.com/84e00703-239a-4a5b-b5a9-4eb30cfd3006,From,Kuame Oliver
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705997857637933378,Sep 24,Conceding 8 goals,415,4.1K,61K,1.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705981452406358204,Sep 24,Pray for Chelsea,471,3K,22K,1.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705971924696772996,Sep 24,Trolling Chelsea is like trolling Luton Town these days.,543,7.2K,64K,3.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705939842725446115,Sep 24,Saka is savage,259,2.2K,34K,1.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705921316027531416,Sep 24,A 6 year old kid has better football knowledge than Marcus Rashford.,791,7.9K,88K,2.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705894545886474247,Sep 24,Chelsea to Man United after seeing them move up the table,232,1.5K,22K,795K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705703048469717396,Sep 24,Haaland > Chelsea,247,2.8K,46K,1.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705684363990495633,Sep 24,"35 yrs old Jonny Evans got relegated with Leicester, was without any club for months, comes back to Man United and still has more assists than €100m Mudryk.",586,9.5K,79K,6.4M,blob:https://twitter.com/213d037e-54cb-4c8b-97f7-df8a879fb882,From,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705667666277453938,Sep 24,"*Manchester United scores a goal*

VAR:",251,3.8K,34K,2.3M,blob:https://twitter.com/d91e9512-ce23-4bde-a8b8-ecee38673c58,From,M
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705649744855392764,Sep 23,The sudden silence of Real Madrid fans on twitter is proudly sponsored by FC Barcelona.,974,8.6K,101K,3.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705645401678684314,Sep 23,"Man Utd's defence of Onana, Lindelof and Evans against Burnley",311,2.1K,20K,1.3M,blob:https://twitter.com/7d2398b0-59f2-4cb7-aabc-9b9525f48bfc,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705667666277453938,Sep 24,"*Manchester United scores a goal*

VAR:",251,3.8K,34K,2.3M,blob:https://twitter.com/d91e9512-ce23-4bde-a8b8-ecee38673c58,From,M
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705645401678684314,Sep 23,"Man Utd's defence of Onana, Lindelof and Evans against Burnley",311,2.1K,20K,1.3M,blob:https://twitter.com/7d2398b0-59f2-4cb7-aabc-9b9525f48bfc,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705609440148226064,Sep 23,POV: Ederson and Awoniyi,205,2.1K,33K,760K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705607909990646095,Sep 23,Messi tax,384,2K,51K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705604059913207853,Sep 23,Not sure if Rodri or Khali,203,1.5K,23K,913K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705601887515386009,Sep 23,"Rodri: Anything Casemiro can do, I do better.",420,4.8K,61K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705581081108398303,Sep 23,Manchester United new logo:,187,1.6K,17K,1.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705212160979198093,Sep 22,Chelsea fans be like,438,5.7K,48K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705180790223511835,Sep 22,Erik ten Hag has got Man United back into the Top 4,597,6.3K,90K,3.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705161722951004373,Sep 22,"- Man United almost got a 4-4 draw against Bayern
- Brighton destroyed Man United 3-1
- AEK Athens beat Brighton
- Royal Antwerp beat AEK Athens
- Barca demolished Royal Antwerp 5-0 with prime Barca style.",294,1.4K,28K,1.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1705124593508188287,Sep 22,American,108,92,2K,326K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704967075175837920,Sep 22,"Ten Hag: ""The club hasn't supported me with the players I want.""

Interviewer: ""Which players do you want?""

Ten Hag: ""Mbappe, Haaland, Kane, Vinicius, Musiala, Bellingham, Xavi, Maradona, Pele.""",941,6.7K,95K,5.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704954770581278741,Sep 22,Onana has more apologies than clean sheets this season.,247,2.6K,21K,1.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704941756075081846,Sep 22,The Liverpool cycle 2023-24,269,3.8K,53K,2.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704907524804432291,Sep 21,The Neymar effect,895,3.5K,39K,3.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704860043546341682,Sep 21,Man United wore this jersey against the Germans,587,3.8K,96K,7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704595594126204987,Sep 21,Who did this?,2.5K,17K,140K,8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704592795556626482,Sep 21,Lisandro Martinez The Butcher,309,3.7K,39K,1.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704589165826908626,Sep 21,"Bayern Munich letting Man United score a goal, only for them to score again few minutes later.",370,5.4K,40K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704586038046269681,Sep 21,It has started,753,7K,37K,2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704584944150802828,Sep 21,Bayern Munich fans,272,2.8K,34K,741K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704583684840476842,Sep 21,Manchester United should have signed Mudryk instead of Onana. Clean sheets would have been guaranteed every game.,469,2.9K,34K,1.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704581339767308497,Sep 21,Onana's gloves,855,7.8K,69K,3.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704579792803152069,Sep 21,You cannot fool us Onana,541,5K,44K,1.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704578877933187305,Sep 21,How to score against Onana? Just shoot,1K,6.7K,75K,2.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704569729669615785,Sep 21,Accurate,426,9.2K,90K,4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704566946698539283,Sep 21,"No one:

Jude Bellingham after scoring a goal:",368,10K,93K,4.8M,blob:https://twitter.com/2a40a17a-c795-4147-b390-3a40f57cf5b1,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704558526524260424,Sep 20,Galatasaray's Maguire,914,5.5K,74K,8.7M,,From,Barış Oruç
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704557718881587468,Sep 20,Sancho is playing FIFA whilst Man United are about to play Bayern Munich in UCL,125,485,9.2K,805K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704553655280521544,Sep 20,Man United fans right now,292,2.3K,17K,1.5M,blob:https://twitter.com/33c14c37-f4cb-4ead-bba7-93d12ca664a1,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704494881790378131,Sep 20,"Ten Hag on how to beat Bayern:

“We will get there 30 minutes earlier and score 3 goals before they arrive.”",1.1K,7.2K,69K,3.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704488575654379716,Sep 20,Guys I just came back from future,833,2.5K,25K,1.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704215082148733023,Sep 20,João Félix at Barca,262,1.5K,36K,1.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704205832882159939,Sep 20,They did Nicolas Jackson dirty,1.4K,13K,89K,8.7M,,,https://
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704168312379170891,Sep 19,Caught in 4k,286,2.1K,22K,2.3M,blob:https://twitter.com/2a3eaf2b-b28b-41f4-a6e6-7eaed74627cc,From,FOLLOW TR FUT
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704151222704320875,Sep 19,Advantage Man United,550,4.5K,55K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704090310865817663,Sep 19,Aaron Ramsey has done it again,174,1.9K,23K,3.2M,,…,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704066046561251784,Sep 19,Thomas Müller training for the game against Man United,719,6.7K,63K,5.3M,blob:https://twitter.com/f038ada8-ec80-418b-aeb4-89021a90762c,From,Bayern & Germany
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704053211026411705,Sep 19,"'The Champions League is back today.""",563,8.3K,74K,3.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703863587322646531,Sep 19,Neymar highlights against Navbahor,256,690,8.5K,824K,blob:https://twitter.com/997976e4-d68d-4255-8187-6c934df19d10,From,Top 10
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703848499823976540,Sep 19,The best prediction of the year award goes to,543,4.3K,50K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1704066046561251784,Sep 19,Thomas Müller training for the game against Man United,719,6.7K,63K,5.3M,blob:https://twitter.com/f038ada8-ec80-418b-aeb4-89021a90762c,From,Bayern & Germany
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703863587322646531,Sep 19,Neymar highlights against Navbahor,256,690,8.5K,824K,blob:https://twitter.com/997976e4-d68d-4255-8187-6c934df19d10,From,Top 10
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703833230368034853,Sep 18,2 days to go...,735,5.5K,53K,3.6M,blob:https://twitter.com/3d064489-5549-4c9e-8319-49088785dfff,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703774175020630112,Sep 18,Who did it better?,604,7.7K,71K,5.3M,blob:https://twitter.com/c98dae38-d5dd-4240-97dd-841401f92ada,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703764197236953394,Sep 18,How to score a goal,191,314,5.3K,608K,blob:https://twitter.com/03ba6971-6f21-4920-9e98-a6a6c845e669,From,しげ【LISEM】
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703752949296468285,Sep 18,Chelsea and Man United new logo,237,1.6K,16K,797K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703426482968592644,Sep 17,EA has released FC 24 difficulty levels,520,7.8K,74K,4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703424537575002234,Sep 17,"Clean sheets in the Premier League:

Mudryk: 19
Onana: 1",372,4.3K,65K,2.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703423250997432793,Sep 17,Bournemouth drop 2 big points at home to relegation fighting Chelsea.,278,3.6K,40K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703418908093399338,Sep 17,Mykhailo Mudryk all goals and assists for Chelsea. Best signing in the world?,765,5.6K,39K,5.1M,blob:https://twitter.com/5d43fd32-0b25-4c1a-9367-0d5b81ed20d0,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703412053057179815,Sep 17,Mbappe and Haaland link up for the 1st time,132,846,11K,854K,blob:https://twitter.com/b7d1ef2b-f4fb-4348-aa5c-79a185734f85,From,Vince™
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703357175228149771,Sep 17,They predicted the score already,1.1K,9.4K,111K,5.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703316554568376715,Sep 17,Brighton and Man United,626,5.9K,81K,2.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703186749424357777,Sep 17,The cameraman who got hit by Ronaldo’s free kick,812,3.9K,30K,8.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703167590036648420,Sep 17,"Onana is single because he cannot catch anything, not even feelings.",549,3.3K,40K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703153241658192236,Sep 17,Milan,235,2.2K,28K,1.4M,blob:https://twitter.com/48dcbaa1-807c-4cfd-9622-3da7c4c69547,From,Brozholić
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703141703299809362,Sep 17,"Joao said ""Your loss Chelsea""",269,1.4K,37K,1.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703127381014098130,Sep 17,Man United in the mud,205,1.7K,12K,1M,blob:https://twitter.com/6beb465c-4f39-4be9-99eb-bc1ac4b774e9,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703109278502994186,Sep 16,Camerman is the newest victim of Ronaldo's free kicks,490,4.6K,32K,10M,blob:https://twitter.com/5e33edbb-13b3-4586-842d-4550d312eb90,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1703108098221613521,Sep 16,Milan derby highlights,654,5.6K,84K,3.9M,,,
